title,publication_date,source,country,summary,url,language
"Què pot revelar la IA sobre la literatura catalana? Tres experiments literaris ens fan llegir Mercè Rodoreda, Quim Monzó, Irene Solà o Josep Pla d’una manera nova","Sun, 20 Apr 2025 03:00:00 GMT",El País (Spain),Spain,"En col·laboració amb el col·lectiu de programadors Estampa, tres jocs literaris analitzen les paraules preferides, les semblances i l’estil d’alguns dels escriptors més rellevants i proposen lectures de la seva obra",https://elpais.com/quadern/literatura/2025-04-20/que-pot-revelar-la-ia-sobre-la-literatura-catalana-tres-experiments-literaris-ens-fan-llegir-merce-rodoreda-quim-monzo-irene-sola-o-josep-pla-duna-manera-nova.html,ca
La tria per Sant Jordi 2025 dels crítics de Quadern,"Sun, 20 Apr 2025 03:00:00 GMT",El País (Spain),Spain,"Una selecció de 70 títols dividits per gèneres, des de narrativa catalana, castellana o estrangera fins a poesia, clàssics, còmic, música, infantil i juvenil i gastronomia",https://elpais.com/quadern/literatura/2025-04-20/la-tria-per-sant-jordi-2025-dels-critics-de-quadern.html,ca
